,MLS #,Type,Status,City,Address,Unit Number,Price,Bedrooms,Total Bathrooms,Days On Market,Listing Date,Closing Date,Short Sale Y/N,Approx Sq Ft,Total Rooms,Bank Owned Y/N,Days On MLS,Monthly Maintenance Fee,Short Sale (Y/N),PARKING AVAILABLE,PARKING AVAILABLE.1,PARKING AVAILABLE.2,Zip,Elevator,A/C Central,A/C Central.1,A/C Central.2,Terrace,Terrace.1,Terrace.2,Washer/Dryer,Washer/Dryer.1,Washer/Dryer.2,Taxes,Doorman,Doorman.1,Exercise Room,Exercise Room.1,Health Club,Health Club.1,New York View,New York View.1,New York View.2,River View,River View.1,River View.2,Street_Num,Street_Name,Neighborhood,City_X,Zip_Code,Latitude,Longitude
392,80000280,Condominium,SOLD,"JC, Downtown",449 2ND ST,209,"$299,900 ",1.0,1.0,241,1/5/2008,5/14/2010,,940.0,4.0,,239,346.0,,,1 Car,,7302,Yes,,Yes,,,No,,,Yes,,,No,,No,,No,,,No,,,No,,449,2nd St,Historic Downtown,Jersey City,07302,40.723813,-74.0534493
393,100010968,Condominium,SOLD,"JC, Downtown",443 2ND ST,409,"$299,900 ",1.0,1.0,33,8/24/2010,11/10/2010,,940.0,4.0,,32,,,,"1 Car, Garage",,7302,Yes,,Yes,,,No,,,Yes,,,No,,No,,No,,,No,,,No,,443,2nd St,Historic Downtown,Jersey City,07302,40.7236049,-74.0534208
394,100011029,Condominium,SOLD,Hoboken,219 BLOOMFIELD ST,4B,"$299,900 ",1.0,2.0,5,8/26/2010,12/21/2010,,,3.0,,5,206.0,,,None,,07030-4729,No,,Yes,,,No,,,Yes,,565,No,,No,,No,,,No,,,No,,219,Bloomfield St,Not Found,Hoboken,07030,40.7395105,-74.0311862
395,110005821,Condominium,SOLD,Hoboken,841 WILLOW AVE,5L,"$299,900 ",1.0,1.0,103,5/13/2011,11/18/2011,,866.0,5.0,No,103,269.0,No,,None,,07030-2955,No,,No,,,No,,,No,,5281,No,,No,,No,,,No,,,No,,841,Willow Ave,Not Found,Hoboken,07030,40.7471924,-74.0318022
396,120005015,One Family,SOLD,Emerson,99 EAGLE DR,,"$299,900 ",4.0,1.0,78,4/26/2012,7/18/2012,No,,8.0,No,78,,,None,,,07630-1365,,No,,,,,No,No,,,7445,,,,,,,No,,,No,,,99,Eagle Dr,Not Found,Emerson,07630,40.977961,-74.017671
397,402380,Cooperative,SOLD,West New York,6600 BLVD EAST,8L,"$299,999 ",2.0,2.0,80,3/20/2004,9/4/2004,,1350.0,5.0,,76,1500.0,,,"1 Car, Covered",,7093,Yes,,No,,,Yes,,,No,,,Yes,,No,,Yes,,,Yes,,,Yes,,Not Found,J F Kennedy Blvd E,Not Found,West New York,07093,40.7854937,-74.0081343
398,305071,Condominium,SOLD,Guttenberg,7000 BLVD EAST,35D,"$300,000 ",2.0,2.0,133,6/23/2003,2/4/2004,,1337.0,5.0,,129,768.0,,,"3+ Cars, Attached",,7093,Yes,,No,,,No,,,No,,6445,Yes,,Yes,,Yes,,,Yes,,,Yes,,Not Found,Guttenberg St,Not Found,Egg Harbor City,08215,39.539751,-74.617421
399,307641,One Family,SOLD,North Bergen,8023 KENNEDY BLVD,,"$300,000 ",3.0,1.0,13,9/20/2003,2/20/2004,,,,,9,,,1 Car,,,7047,,No,,,,,No,Yes,,,6012,,,,,,,No,,,No,,,8023,John F Kennedy Blvd W,Not Found,North Bergen,07047,40.804842,-74.011065
400,309049,One Family,SOLD,North Bergen,1139 46TH ST,,"$300,000 ",3.0,1.0,63,11/10/2003,3/15/2004,,,,,59,,,"2 Cars, Attached, Garage",,,7047,,No,,,,,Yes,No,,,3647,,,,,,,No,,,No,,,1139,46th St,Not Found,North Bergen,07047,40.7819036,-74.0261788
401,308412,One Family,SOLD,"JC, Downtown",317.5 5TH ST,,"$300,000 ",3.0,1.0,73,10/19/2003,3/29/2004,,,,,71,,,Other-See Remarks,,,,,No,,,,,No,No,,,3915,,,,,,,No,,,No,,,317,E 5th St,Lower Manhattan,New York,10003,40.726632,-73.988019
402,403625,One Family,SOLD,"JC, West Bergen",106 MALLORY AVE,,"$300,000 ",3.0,1.0,0,4/1/2004,4/3/2004,,,,,0,,,3+ Cars,,,,,No,,,,,No,No,,,4744,,,,,,,No,,,No,,,106,Mallory Ave,Hackensack River Waterfront,Jersey City,07304,40.7178088,-74.0895725
403,401068,Condominium,SOLD,North Bergen,7855 BLVD EAST,10E,"$300,000 ",1.0,1.0,25,2/6/2004,4/23/2004,,1000.0,4.0,,20,441.0,,,"1 Car, Garage",,7047,No,,No,,,Yes,,,No,,4146,Yes,,Yes,,Yes,,,Yes,,,Yes,,7855,Bergen Blvd,Not Found,North Bergen,07047,40.8107034,-74.0050359
404,401222,One Family,SOLD,"JC, Journal Square",71 CONDICT ST,,"$300,000 ",6.0,2.0,42,2/16/2004,4/30/2004,,,,,41,,,1 Car,,,,,Yes,,,,,No,Yes,,,3422,,,,,,,No,,,No,,,71,Condict St,West Side,Jersey City,07306,40.7276261,-74.0809134
405,309887,Condominium,SOLD,"JC, West Bergen",45 WILLOW ST,,"$300,000 ",2.0,1.0,77,12/22/2003,5/5/2004,,1398.0,5.0,,75,197.0,,,1 Car,,,No,,Yes,,,No,,,Yes,,4057,No,,No,,No,,,No,,,No,,45,Willow St,Bayonne,Bayonne,07002,40.6707479,-74.1100839
406,402893,Condominium,SOLD,Hoboken,79 GARDEN ST,B,"$300,000 ",1.0,1.0,12,4/9/2004,6/1/2004,,750.0,3.0,,12,169.0,,,Other-See Remarks,,7030,No,,No,,,No,,,No,,3890,No,,No,,No,,,No,,,No,,79,Garden St,Not Found,Hoboken,07030,40.7369537,-74.0328277
407,307879,Cooperative,SOLD,Hoboken,920 HUDSON ST,5D,"$300,000 ",1.0,1.0,108,9/26/2003,6/3/2004,,822.0,4.0,,103,572.0,,,None,,7030,Yes,,No,,,No,,,No,,,No,,No,,No,,,No,,,No,,920,Hudson St,Not Found,Hoboken,07030,40.747884,-74.02692
408,403419,Condominium,SOLD,"JC, Downtown",110 MORRIS ST,4R,"$300,000 ",1.0,1.0,25,4/20/2004,6/25/2004,,780.0,3.0,,18,164.0,,,None,,,No,,Yes,,,Yes,,,No,,3086,No,,No,,No,,,No,,,No,,110,Morris St,The Waterfront,Jersey City,07302,40.714003,-74.0390257
409,403645,One Family,SOLD,"JC, Greenville",269 GARFIELD AVE,,"$300,000 ",6.0,3.0,58,5/1/2004,7/14/2004,,,,,55,,,1 Car,,,,,Yes,,,,,No,Yes,,,3320,,,,,,,No,,,No,,,269,Garfield Ave,Greenville,Jersey City,07305,40.692938,-74.0901498
410,404342,One Family,SOLD,"JC, Journal Square",197 BELMONT AVE,,"$300,000 ",2.0,1.0,14,5/21/2004,7/26/2004,,,,,11,,,1 Car,,,7304,,No,,,,,Yes,Yes,,,3092,,,,,,,No,,,No,,,197,Belmont Ave,West Side,Jersey City,07304,40.7218884,-74.0750388
411,403405,One Family,SOLD,Belleville,219 NEW ST,,"$300,000 ",3.0,1.0,41,4/21/2004,7/30/2004,,,,,36,,,"1 Car, 2 Cars, Garage, Detached",,,7109,,No,,,,,No,No,,,5931,,,,,,,No,,,No,,,219,New St,Not Found,Belleville,07109,40.7949331,-74.1572025
412,309307,Condominium,SOLD,Hoboken,74-76 MONROE ST,2C,"$300,000 ",1.0,1.0,56,11/24/2003,8/16/2004,,525.0,3.0,,55,,,,,,7030,No,,No,,,No,,,No,,,No,,No,,No,,,No,,,No,,76,Monroe St,Not Found,Hoboken,07030,40.7382283,-74.040431
413,404064,One Family,SOLD,North Bergen,1520 39TH ST,,"$300,000 ",5.0,2.0,20,5/14/2004,8/17/2004,,,,,17,,,"1 Car, Garage",,,7047,,No,,,,,No,Yes,,,3663,,,,,,,No,,,No,,,1520,39th St,Not Found,North Bergen,07047,40.780342,-74.034521
414,403508,One Family,SOLD,Bayonne,45 NORTH ST,,"$300,000 ",3.0,1.0,32,4/26/2004,8/23/2004,,,,,29,,,2 Cars,,,7002,,No,,,,,No,No,,,4205,,,,,,,No,,,No,,,45,North St,Constable Hook,Bayonne,07002,40.655092,-74.131289
415,400524,Condominium,SOLD,Union City,1208 PALISADE AVE,2,"$300,000 ",3.0,2.0,15,1/20/2004,8/27/2004,,1406.0,6.0,,13,,,,None,,7087,No,,Yes,,,No,,,Yes,,,No,,No,,No,,,No,,,No,,1208,Palisade Ave,Not Found,Union City,07087,40.759045,-74.0347755
416,405666,Condominium,SOLD,"JC, Downtown",242-246 BARROW ST,1C,"$300,000 ",1.0,1.0,3,6/28/2004,9/7/2004,,700.0,3.0,,0,230.0,,,"1 Car, Covered, Garage",,7304,Yes,,No,,,Yes,,,Yes,,2800,No,,No,,No,,,No,,,No,,246,Barrow St,Van Vorst Park,Jersey City,07302,40.7170181,-74.0468843
417,405644,Condominium,SOLD,Hoboken,621 WILLOW AVE,5L,"$300,000 ",1.0,1.0,49,6/28/2004,9/10/2004,,675.0,4.0,,47,256.0,,,None,,7030,No,,No,,,No,,,No,,2461,No,,No,,No,,,Yes,,,No,,621,Willow Ave,Not Found,Hoboken,07030,40.7448217,-74.0325288
418,403945,One Family,SOLD,"JC, Journal Square",21 GARRISON AVE,,"$300,000 ",4.0,1.0,81,5/8/2004,9/17/2004,,,,,77,,,2 Cars,,,7306,,No,,,,,No,No,,,4228,,,,,,,No,,,No,,,21,Garrison Ave,McGinley Square,Jersey City,07306,40.7298399,-74.06995
419,403712,One Family,SOLD,"JC, Heights",159 PALISADE AVE,,"$300,000 ",3.0,3.0,45,4/30/2004,9/17/2004,,,,,40,,,1 Car,,,7307,,Yes,,,,,Yes,Yes,,,4938,,,,,,,No,,,No,,,159,Palisade Ave,The Heights,Jersey City,07306,40.7344944,-74.050555
420,405630,One Family,SOLD,Guttenberg,321-B 71ST ST,,"$300,000 ",4.0,2.0,46,6/27/2004,10/1/2004,,,,,43,,,"1 Car, Garage",,,7093,,No,,,,,No,Yes,,,4866,,,,,,,No,,,No,,,321,71st St,Not Found,Guttenberg,07093,40.7954683,-74.0076561
421,405101,Condominium,SOLD,"JC, Downtown",227 BAY ST,3A,"$300,000 ",2.0,2.0,13,6/16/2004,10/5/2004,,800.0,4.0,,13,175.0,,,None,,7302,No,,Yes,,,No,,,No,,2361,No,,No,,No,,,No,,,No,,227,Bay St,Downtown Jersey City,Jersey City,07302,40.7210171,-74.0437468
422,404460,Condominium,SOLD,"JC, Downtown",237 5TH ST,3,"$300,000 ",1.0,1.0,82,5/21/2004,10/5/2004,,670.0,4.0,,77,150.0,,,"2 Cars, Attached",,7304,No,,No,,,No,,,Yes,,2455,No,,No,,No,,,No,,,No,,237,E 5th St,Lower Manhattan,New York,10003,40.727194,-73.989367
423,500106,One Family,SOLD,Secaucus,155 WEIGANDS LANE,,"$300,000 ",3.0,2.0,44,7/28/2004,10/22/2004,,,,,0,,,"1 Car, Attached",,,7094,,No,,,,,No,Yes,,,3502,,,,,,,No,,,No,,,155,Weigands Ln,Not Found,Secaucus,07094,40.7721093,-74.0631953
424,404355,One Family,SOLD,"JC, Greenville",144 BERGEN AVE,,"$300,000 ",5.0,1.0,153,5/20/2004,11/5/2004,,,,,149,,,3+ Cars,,,7305,,No,,,,,No,No,,,3661,,,,,,,No,,,No,,,144,Bergen Ave,Hackensack River Waterfront,Jersey City,07305,40.7072966,-74.0861406
425,406419,Condominium,SOLD,"JC, Journal Square",260 HARRISON AVE,404,"$300,000 ",3.0,2.0,62,7/26/2004,11/15/2004,,1600.0,6.0,,61,398.0,,,None,,7304,Yes,,No,,,No,,,No,,2279,No,,No,,No,,,No,,,No,,260,Harrison Ave,West Side,Jersey City,07304,40.7212226,-74.0792786
426,409033,One Family,SOLD,"JC, Heights",17 POPLAR ST,,"$300,000 ",4.0,2.0,0,10/22/2004,11/19/2004,,,,,0,,,3+ Cars,,,7307,,No,,,,,No,No,,,3408,,,,,,,No,,,No,,,17,Poplar St,The Heights,Jersey City,07087,40.753756,-74.0449477
427,407484,One Family,SOLD,North Bergen,1112 21ST ST,,"$300,000 ",4.0,2.0,26,8/27/2004,11/23/2004,,,,,21,,,None,,,7047,,No,,,,,No,No,,,3788,,,,,,,No,,,No,,,1112,21st St,Not Found,North Bergen,07047,40.769142,-74.040993
428,406681,One Family,SOLD,Ridgefield Park,127 2ND ST,,"$300,000 ",3.0,1.0,93,8/2/2004,12/28/2004,,,,,91,,,3+ Cars,,,7660,,No,,,,,No,No,,,5603,,,,,,,No,,,No,,,127,2nd St,Not Found,Ridgefield Park,07660,40.866497,-74.029576
429,407652,Cooperative,SOLD,Union City,100 MANHATTAN AVE,2212,"$300,000 ",2.0,2.0,26,9/5/2004,12/29/2004,,1140.0,6.0,,22,864.0,,,1 Car,,7087,Yes,,No,,,Yes,,,No,,,Yes,,Yes,,No,,,Yes,,,Yes,,100,Manhattan Ave,Not Found,Union City,07087,40.7514201,-74.0385689
430,408030,One Family,SOLD,"JC, West Bergen",265 EGE AVE,,"$300,000 ",5.0,2.0,5,9/19/2004,1/18/2005,,,,,3,,,2 Cars,,,7304,,No,,,,,No,Yes,,,4030,,,,,,,No,,,No,,,265,Ege Ave,Hackensack River Waterfront,Jersey City,07304,40.7165745,-74.0865795
431,401777,Condominium,SOLD,Hoboken,108 MADISON ST,2A,"$300,000 ",1.0,1.0,5,3/5/2004,2/11/2005,,600.0,3.0,,5,,,,None,,7030,No,,Yes,,,No,,,Yes,,,No,,No,,No,,,No,,,No,,108,Madison St,Not Found,Hoboken,07030,40.7392767,-74.0392093
432,406372,One Family,SOLD,West New York,6124 MADISON ST,,"$300,000 ",3.0,2.0,195,7/23/2004,2/15/2005,,,,,192,,,"1 Car, Garage",,,7093,,No,,,,,No,Yes,,,3977,,,,,,,No,,,No,,,6124,Madison St,Not Found,West New York,07093,40.7911,-74.015942
433,408888,One Family,SOLD,"JC, Journal Square",182 TONNELLE AVE,,"$300,000 ",4.0,2.0,101,10/18/2004,3/1/2005,,,,,99,,,None,,,7306,,No,,,,,No,No,,,3860,,,,,,,No,,,No,,,182,Tonnelle Ave,West Side,Jersey City,07306,40.737101,-74.0660961
434,410385,One Family,SOLD,"JC, Greenville",83 LINDEN AVE,,"$300,000 ",6.0,1.0,32,12/13/2004,3/4/2005,,,,,30,,,"Other-See Remarks, None",,,7305,,No,,,,,No,Yes,,,3643,,,,,,,No,,,No,,,83,Linden Ave,Greenville,Jersey City,07305,40.6944089,-74.0908232
435,502231,Condominium,SOLD,"JC, Downtown",285 8TH ST,2L,"$300,000 ",1.0,1.0,67,11/22/2004,3/16/2005,,710.0,4.0,,0,214.0,,,None,,7304,No,,No,,,No,,,No,,2900,No,,No,,No,,,No,,,No,,285,8th St,Not Found,Hoboken,07030,40.7466177,-74.0316878
436,410215,Condominium,SOLD,"JC, Journal Square",53 DUNCAN AVE,55,"$300,000 ",3.0,1.0,31,12/7/2004,3/22/2005,,1480.0,6.0,,30,388.0,,,Other-See Remarks,,7306,Yes,,No,,,No,,,No,,3878,No,,No,,No,,,Yes,,,No,,53,Duncan Ave,McGinley Square,Jersey City,07306,40.7246069,-74.0724966
437,501052,Condominium,SOLD,"JC, West Bergen",21 COTTONWOOD ST,21,"$300,000 ",2.0,1.0,26,2/3/2005,4/1/2005,,1286.0,6.0,,21,180.0,,,1 Car,,7305,No,,Yes,,,Yes,,,No,,3689,No,,No,,No,,,No,,,Yes,,21,Cottonwood St,Hackensack River Waterfront,Jersey City,07305,40.7066586,-74.1043622
438,503187,Condominium,SOLD,"JC, West Bergen",6 ALDER ST,6F,"$300,000 ",2.0,2.0,54,1/12/2005,4/12/2005,,1398.0,6.0,,0,180.0,,,1 Car,,7307,No,,Yes,,,No,,,Yes,,4056,No,,No,,No,,,No,,,No,,6,Alder St,Hackensack River Waterfront,Jersey City,07305,40.7069166,-74.1033642
439,408155,One Family,SOLD,North Bergen,1205 26TH ST,,"$300,000 ",5.0,3.0,163,9/20/2004,4/12/2005,,,,,159,,,3+ Cars,,,7047,,No,,,,,No,Yes,,,3659,,,,,,,No,,,No,,,1205,26th St,Not Found,North Bergen,07047,40.771263,-74.037754
440,502263,One Family,SOLD,"JC, Greenville",34 NEPTUNE AVE,,"$300,000 ",4.0,2.0,14,3/15/2005,6/8/2005,,,,,11,,,"3+ Cars, Garage",,,7305,,No,,,,,No,No,,,3606,,,,,,,No,,,No,,,34,Neptune Ave,Greenville,Jersey City,07305,40.689919,-74.0933973
441,501244,One Family,SOLD,North Bergen,1139 43RD ST,,"$300,000 ",3.0,1.0,245,10/13/2004,6/28/2005,,,,,121,,,None,,,7047,,No,,,,,No,No,,,3443,,,,,,,No,,,No,,,1139,43rd St,Not Found,North Bergen,07047,40.7802359,-74.027497
442,50012446,Condominium,SOLD,Hoboken,214 JEFFERSON ST,1R,"$300,000 ",1.0,1.0,7,4/6/2005,6/30/2005,,628.0,3.0,,0,206.0,,,None,,7030,No,,No,,,No,,,No,,3000,No,,No,,No,,,No,,,No,,214,Jefferson St,Not Found,Hoboken,07030,40.7406322,-74.0377091
443,503451,Condominium,SOLD,Hoboken,232 BLOOMFIELD ST,2N,"$300,000 ",1.0,1.0,43,4/20/2005,7/21/2005,,514.0,4.0,,41,107.0,,,Other-See Remarks,,7030,No,,No,,,No,,,No,,2508,No,,No,,No,,,No,,,No,,232,Bloomfield St,Not Found,Hoboken,07030,40.7399457,-74.0310541
444,500337,Condominium,SOLD,Bayonne,75 EAST 23RD ST,3,"$300,000 ",2.0,1.0,153,1/11/2005,7/22/2005,,885.0,5.0,,150,,,,1 Car,,7002,No,,Yes,,,No,,,No,,,No,,No,,No,,,No,,,No,,75,E 23rd St,Constable Hook,Bayonne,07002,40.6624306,-74.113949
445,503135,Condominium,SOLD,"JC, Downtown",100 EAST SHEARWATER CT,33,"$300,000 ",1.0,1.0,63,4/9/2005,8/1/2005,,710.0,4.0,,58,487.0,,,"1 Car, Garage",,7305,Yes,,Yes,,,No,,,Yes,,5750,Yes,,Yes,,Yes,,,No,,,Yes,,100,E Shearwater Ct,Not Found,Jersey City,07305,40.686503,-74.0720343
446,504679,Condominium,SOLD,"JC, West Bergen",20 ALDER ST,,"$300,000 ",2.0,2.0,13,5/20/2005,8/3/2005,,1198.0,5.0,,7,180.0,,,1 Car,,7305,No,,Yes,,,No,,,Yes,,3689,No,,No,,No,,,No,,,No,,20,Alder St,Hackensack River Waterfront,Jersey City,07305,40.7067191,-74.1032472
447,502571,Cooperative,SOLD,Union City,380 MOUNTAIN RD,1908,"$300,000 ",1.0,1.0,65,3/22/2005,8/5/2005,,800.0,4.0,,59,835.0,,,Garage,,7087,Yes,,Yes,,,No,,,No,,,Yes,,Yes,,No,,,Yes,,,Yes,,380,Mountain Rd,Not Found,Union City,07087,40.7610336,-74.0295171
448,505118,One Family,SOLD,"JC, Heights",3629 KENNEDY BLVD,,"$300,000 ",2.0,1.0,2,6/7/2005,8/19/2005,,,,,1,,,None,,,7307,,No,,,,,No,No,,,3303,,,,,,,No,,,No,,,3629,John F Kennedy Blvd W,The Heights,Jersey City,07307,40.7544414,-74.0479009
449,500981,One Family,SOLD,"JC, Heights",531 LIBERTY AVE,,"$300,000 ",3.0,1.0,37,2/2/2005,8/23/2005,,,,,32,,,"3+ Cars, Garage",,,7307,,No,,,,,No,No,,,4316,,,,,,,No,,,No,,,531,Liberty Ave,The Heights,Jersey City,07307,40.7549137,-74.0535336
450,506754,One Family,SOLD,"JC, Greenville",223 RANDOLPH AVE,,"$300,000 ",5.0,3.0,22,7/25/2005,8/25/2005,,,,,19,,,3+ Cars,,,7305,,Yes,,,,,No,Yes,,,3177,,,,,,,No,,,No,,,223,Randolph Ave,Bergen/Lafayette,Jersey City,07304,40.7110988,-74.0713008
451,508233,Condominium,SOLD,"JC, West Bergen",19 CYPRESS ST,48H,"$300,000 ",2.0,1.0,15,5/18/2005,8/26/2005,,1310.0,5.0,,0,205.0,,,1 Car,,7305,No,,No,,,No,,,Yes,,3800,No,,No,,No,,,No,,,No,,19,Cypress St,Hackensack River Waterfront,Jersey City,07305,40.7090493,-74.1042117
452,502767,One Family,SOLD,"JC, West Bergen",229 DUNCAN AVE,,"$300,000 ",5.0,3.0,51,3/29/2005,9/1/2005,,,,,45,,,None,,,7304,,No,,,,,No,No,,,3772,,,,,,,No,,,No,,,229,Duncan Ave,West Side,Jersey City,07306,40.7279,-74.079292
453,402330,Condominium,SOLD,Union City,4401 PARK AVE,6A,"$300,000 ",2.0,2.0,359,3/22/2004,9/8/2005,,989.0,4.0,,358,175.0,,,Other-See Remarks,,7087,Yes,,Yes,,,No,,,No,,,No,,No,,No,,,No,,,No,,4401,Park Ave,Not Found,Union City,07087,40.7764538,-74.0192015
454,401621,Condominium,SOLD,Hoboken,421 JACKSON ST,3A,"$300,000 ",1.0,1.0,421,3/1/2004,9/12/2005,,650.0,4.0,,420,,,,None,,7030,No,,No,,,No,,,Yes,,,No,,No,,No,,,No,,,No,,421,Jackson St,Not Found,Hoboken,07030,40.7438364,-74.0397118
455,502919,One Family,SOLD,"JC, West Bergen",287 CATOR AVE,,"$300,000 ",4.0,2.0,110,4/6/2005,9/23/2005,,,,,109,,,2 Cars,,,7305,,No,,,,,No,Yes,,,3942,,,,,,,No,,,No,,,287,Cator Ave,Greenville,Jersey City,07305,40.7016876,-74.0945302
456,405701,Condominium,SOLD,Hoboken,421 JACKSON ST,3B,"$300,000 ",1.0,1.0,299,6/30/2004,9/23/2005,,650.0,3.0,,297,,,,None,,7030,No,,Yes,,,No,,,Yes,,,No,,No,,No,,,No,,,No,,421,Jackson St,Not Found,Hoboken,07030,40.7438364,-74.0397118
457,506304,Condominium,SOLD,Bayonne,1070 KENNEDY BLVD,3C,"$300,000 ",2.0,2.0,17,7/11/2005,10/14/2005,,1140.0,5.0,,13,279.0,,,1 Car,,7002,Yes,,No,,,Yes,,,Yes,,5807,No,,No,,No,,,No,,,No,,1070,John F Kennedy Blvd W,Bayonne,Bayonne,07002,40.682827,-74.110507
458,507945,Condominium,SOLD,Weehawken,963 BLVD EAST,3-Apr,"$300,000 ",1.0,1.0,14,8/25/2005,10/18/2005,,568.0,4.0,,10,130.0,,,Other-See Remarks,,7086,No,,No,,,No,,,No,,2550,No,,No,,No,,,Yes,,,Yes,,500,Boulevard E,Not Found,Weehawken,07086,40.764531,-74.022496
459,509790,Condominium,SOLD,Hoboken,527 JEFFERSON ST,7,"$300,000 ",1.0,1.0,18,10/7/2005,11/15/2005,,453.0,3.0,,13,198.0,,,None,,7030,No,,No,,,No,,,No,,2739,No,,No,,No,,,No,,,No,,527,Jefferson St,Not Found,Hoboken,07030,40.7444871,-74.0365512
460,503402,One Family,SOLD,"JC, Downtown",338.5 5TH ST,,"$300,000 ",,4.0,118,4/20/2005,11/16/2005,,,,,117,,,None,,,7302,,No,,,,,No,No,,,4600,,,,,,,No,,,No,,,338,E 5th St,Lower Manhattan,New York,10003,40.7259262,-73.9871637
461,504643,One Family,SOLD,"JC, West Bergen",19 TERHUNE AVE,,"$300,000 ",4.0,2.0,88,5/23/2005,11/18/2005,,,,,86,,,"1 Car, Tandem-Shared",,,7305,,No,,,,,No,No,,,4606,,,,,,,No,,,No,,,19,Terhune Ave,Greenville,Jersey City,07305,40.7018087,-74.0935612
462,505026,Condominium,SOLD,"JC, West Bergen",8 COTTONWOOD ST,,"$300,000 ",2.0,1.0,126,6/1/2005,11/30/2005,,1271.0,6.0,,121,180.0,,,1 Car,,7305,No,,Yes,,,No,,,Yes,,3689,No,,No,,No,,,No,,,No,,8,Cottonwood St,Hackensack River Waterfront,Jersey City,07305,40.7066439,-74.1044002
463,506498,One Family,SOLD,Out of Area,326 GRIER AVE,,"$300,000 ",3.0,1.0,123,7/21/2005,1/3/2006,,,,,123,,,None,,,7202,,No,,,,,No,Yes,,,4800,,,,,,,No,,,No,,,Not Found,Not Found,Not Found,Not Found,Not Found,40.0583238,-74.4056612
464,506100,One Family,SOLD,North Bergen,4401 BERGENWOOD AVE,,"$300,000 ",3.0,2.0,137,7/3/2005,1/20/2006,,,8.0,,132,,,Other-See Remarks,,,7047,,No,,,,,No,No,,,3517,,,,,,,No,,,No,,,4401,Bergenwood Ave,Not Found,North Bergen,07047,40.7805944,-74.0267157
465,501681,One Family,SOLD,Bayonne,42 EAST 27TH ST,,"$300,000 ",3.0,1.0,306,1/28/2005,1/20/2006,,,6.0,,274,,,None,,,7002,,No,,,,,No,Yes,,,4896,,,,,,,No,,,No,,,42,E 27th St,Constable Hook,Bayonne,07002,40.6662522,-74.1139678
466,505201,Condominium,SOLD,"JC, Downtown",405 2ND ST,2R,"$300,000 ",2.0,1.0,175,6/8/2005,2/1/2006,,700.0,5.0,,173,250.0,,,None,,7302,No,,No,,,Yes,,,No,,3502,No,,No,,No,,,No,,,No,,405,2nd St,Historic Downtown,Jersey City,07302,40.7232261,-74.0515405
467,511066,One Family,SOLD,"JC, Heights",119A LAKE ST,,"$300,000 ",2.0,2.0,62,11/9/2005,2/3/2006,,,8.0,,58,,,None,,,7306,,Yes,,,,,No,No,,,3380,,,,,,,No,,,No,,,119,Lake St,The Heights,Jersey City,07306,40.7436268,-74.0600812
468,509129,One Family,SOLD,"JC, Greenville",78 BARTHOLDI AVE,,"$300,000 ",3.0,1.0,48,9/23/2005,2/7/2006,,,7.0,,45,,,None,,,7305,,No,,,,,No,No,,,3753,,,,,,,No,,,No,,,78,Bartholdi Ave,Greenville,Jersey City,07305,40.6953745,-74.095513
469,60000466,Cooperative,SOLD,"JC, Downtown",280 LUIS M MARIN BLVD,17K,"$300,000 ",2.0,1.0,20,1/10/2006,3/7/2006,,900.0,6.0,,14,1094.0,,,1 Car,,7302,Yes,,Yes,,,Yes,,,No,,,Yes,,No,,Yes,,,Yes,,,Yes,,280,Luis Munoz Marin Blvd,The Waterfront,Jersey City,07302,40.7173458,-74.0422986
470,50012178,One Family,SOLD,"JC, Greenville",17-19 LEXINGTON AVE,,"$300,000 ",5.0,3.0,29,12/13/2005,3/9/2006,,,10.0,,26,,,3+ Cars,,,7304,,No,,,,,No,No,,,3039,,,,,,,No,,,No,,,19,Lexington Ave,West Side,Jersey City,07304,40.7173764,-74.0782984
471,50012079,Condominium,SOLD,"JC, Downtown",319 BARROW ST,5D,"$300,000 ",1.0,1.0,64,12/7/2005,3/16/2006,,700.0,4.0,,57,180.0,,,None,,7302,Yes,,No,,,No,,,No,,2024,No,,No,,No,,,No,,,No,,319,Barrow St,Downtown Jersey City,Jersey City,07302,40.7201826,-74.0451645
472,60005413,One Family,SOLD,"JC, Heights",221 SHERMAN AVE,,"$300,000 ",3.0,2.0,7,3/9/2006,4/26/2006,,,10.0,,0,,,3+ Cars,,,7307,,No,,,,,No,No,,,5895,,,,,,,No,,,No,,,221,Sherman Ave,The Heights,Jersey City,07307,40.7482604,-74.0447004
473,511837,Condominium,SOLD,West New York,6050 BLVD EAST,2E,"$300,000 ",1.0,1.0,136,12/4/2005,4/28/2006,,952.0,4.0,,134,606.0,,,"1 Car, Covered",,7093,Yes,,No,,,No,,,No,,2971,Yes,,Yes,,No,,,No,,,No,,Not Found,J F Kennedy Blvd E,Not Found,West New York,07093,40.7854937,-74.0081343
474,510723,Condominium,SOLD,Guttenberg,7000 BLVD EAST,22-G,"$300,000 ",1.0,1.0,151,10/31/2005,5/11/2006,,875.0,5.0,,148,586.0,,,Garage,,7093,Yes,,No,,,No,,,No,,4600,Yes,,Yes,,Yes,,,Yes,,,No,,Not Found,Guttenberg St,Not Found,Egg Harbor City,08215,39.539751,-74.617421
