,MLS #,Type,Status,City,Address,Unit Number,Price,Bedrooms,Total Bathrooms,Days On Market,Listing Date,Closing Date,Short Sale Y/N,Approx Sq Ft,Total Rooms,Bank Owned Y/N,Days On MLS,Monthly Maintenance Fee,Short Sale (Y/N),PARKING AVAILABLE,PARKING AVAILABLE.1,PARKING AVAILABLE.2,Zip,Elevator,A/C Central,A/C Central.1,A/C Central.2,Terrace,Terrace.1,Terrace.2,Washer/Dryer,Washer/Dryer.1,Washer/Dryer.2,Taxes,Doorman,Doorman.1,Exercise Room,Exercise Room.1,Health Club,Health Club.1,New York View,New York View.1,New York View.2,River View,River View.1,River View.2,Street_Num,Street_Name,Neighborhood,City_X,Zip_Code,Latitude,Longitude
18,405244,Condominium,SOLD,"JC, West Bergen",27 ALDER ST,27,"$294,000 ",2.0,2.0,48,6/9/2004,11/17/2004,,1398.0,5.0,,39,540.0,,,1 Car,,7305,No,,Yes,,,Yes,,,Yes,,3730,No,,No,,No,,,No,,,No,,27,Alder St,Hackensack River Waterfront,Jersey City,07305,40.7066145,-74.1031831
19,70012887,Condominium,SOLD,"JC, Heights",104 PROSPECT ST,Unit 1,"$294,000 ",3.0,3.0,145,9/20/2007,3/19/2008,,1874.0,6.0,,143,264.0,,,"1 Car, Tandem-Shared",,7307,No,,Yes,,,No,,,Yes,,0,No,,No,,No,,,No,,,No,,104,Prospect St,The Heights,Jersey City,07307,40.7391328,-74.0517505
20,80004609,Condominium,SOLD,"JC, Downtown",208 6TH ST,4L,"$294,000 ",1.0,1.0,201,4/3/2008,11/4/2008,,575.0,3.0,,201,311.0,,,Other-See Remarks,,7302,No,,Yes,,,No,,,No,,0,No,,No,,No,,,No,,,No,,208,E 6th St,Lower Manhattan,New York,10003,40.72788,-73.990269
21,90014205,One Family,SOLD,Bayonne,23 EAST 12TH ST,,"$294,000 ",3.0,2.0,12,11/16/2009,2/26/2010,No,,6.0,,12,,,"3+ Cars, Other-See Remarks",,,07002-2558,,Yes,,,,,No,Yes,,,6847,,,,,,,No,,,No,,,23,E 12th St,Constable Hook,Bayonne,07002,40.6563112,-74.1234042
22,110010581,Condominium,SOLD,"JC, Heights",325 PALISADE AVE,10,"$294,000 ",2.0,1.0,53,9/13/2011,7/30/2012,,901.0,4.0,,53,287.0,,,Other-See Remarks,,7307,Yes,,Yes,,,No,,,No,,0,No,,No,,No,,,No,,,No,,325,Palisade Ave,The Heights,Jersey City,07307,40.7395125,-74.0472415
23,404447,Condominium,SOLD,Hoboken,812 GRAND ST,308,"$294,285 ",1.0,1.0,43,4/1/2004,5/21/2004,,823.0,3.0,,0,151.0,,,Other-See Remarks,,7030,Yes,,Yes,,,No,,,Yes,,,No,,No,,Yes,,,No,,,No,,812,Grand St,Not Found,Hoboken,07030,40.7471597,-74.033784
24,60011413,Condominium,SOLD,Union City,1716 NEW YORK AVE,507,"$294,350 ",1.0,1.0,6,8/30/2006,10/24/2006,,717.0,4.0,,4,129.0,,,Other-See Remarks,,07087-7422,Yes,,No,,,No,,,Yes,,,No,,No,,No,,,No,,,No,,1716,New York Ave,Not Found,Union City,07087,40.7628819,-74.0338761
25,80007550,Condominium,SOLD,Union City,620 38TH ST,601,"$294,800 ",2.0,2.0,85,6/3/2008,11/26/2008,,950.0,5.0,,85,261.0,,,"1 Car, Garage",,7087,No,,Yes,,,No,,,No,,0,No,,No,,No,,,No,,,No,,620,38th St,Not Found,Union City,07087,40.7768877,-74.0302656
26,401530,Condominium,SOLD,Secaucus,838 Harmon Cove Tower,838,"$294,900 ",2.0,2.0,62,2/25/2004,7/16/2004,,1367.0,5.0,,61,544.0,,,1 Car,,7094,Yes,,Yes,,,Yes,,,Yes,,3323,Yes,,Yes,,Yes,,,No,,,Yes,,Not Found,Harmon Cove Tower,Not Found,Secaucus,07094,40.7821353,-74.0788455
27,405262,Condominium,SOLD,Hoboken,322 MADISON ST,8,"$294,900 ",1.0,1.0,74,6/7/2004,12/1/2004,,606.0,3.0,,63,180.0,,,None,,7030,No,,No,,,No,,,No,,,No,,No,,No,,,No,,,No,,322,Madison St,Not Found,Hoboken,07030,40.7422934,-74.0381955
28,308558,Condominium,SOLD,Hoboken,80 PARK AVE,3C,"$295,000 ",1.0,1.0,28,10/23/2003,1/29/2004,,685.0,3.0,,24,190.0,,,1 Car,,7030,Yes,,No,,,No,,,No,,4110,No,,No,,No,,,No,,,No,,80,Park Ave,Not Found,Hoboken,07030,40.7372674,-74.0338294
29,309754,Condominium,SOLD,Hoboken,937 WASHINGTON ST,2,"$295,000 ",1.0,1.0,63,12/4/2003,2/26/2004,,799.0,3.0,,50,131.0,,,None,,7030,No,,No,,,No,,,No,,3501,No,,No,,No,,,No,,,No,,937,Washington St,Not Found,Hoboken,07030,40.7484164,-74.0276418
30,401884,Condominium,SOLD,Union City,380 MOUNTAIN RD,1204,"$295,000 ",2.0,2.0,135,10/11/2003,3/8/2004,,1400.0,5.0,,0,1193.0,,,Garage,,7087,Yes,,Yes,,,Yes,,,No,,,Yes,,Yes,,No,,,Yes,,,Yes,,380,Mountain Rd,Not Found,Union City,07087,40.7610336,-74.0295171
31,309890,One Family,SOLD,Bayonne,49 WEST 47TH ST,,"$295,000 ",4.0,1.0,31,12/22/2003,3/17/2004,,,,,29,,,2 Cars,,,7002,,Yes,,,,,No,Yes,,,6033,,,,,,,No,,,No,,,49,W 47th St,Bayonne,Bayonne,07002,40.68206,-74.105506
